Tipo de Producto;Producto;Código Barras;SKU;Stock;Costo Neto Prom. Unitario;Costo Neto Prom. Total;Cantidad por Despachar;Cantidad Disponible;Por Recibir;Marca;Lista de Precios;Precio Venta Bruto;Margen Unitario
ROPA CORPORATIVA;POLERA - CUELLO POLO DRYFRESH SMOOTH COD:01176  M/LARGA AZUL TALLA M;1704920975357;1704920975357;1;0;0;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;9500;7983,19
ROPA CORPORATIVA;POLERA - CUELLO POLO K-FIT M/LARGA NEGRA TALLA L;1753719831374;1753719831374;6;2900;17400;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;12521,01;7621,86
ROPA CORPORATIVA;POLERA - CUELLO POLO K-FIT M/LARGA NEGRA TALLA M;1753719858394;1753719858394;7;2900;20300;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;12521,01;7621,86
ROPA CORPORATIVA;POLERA - CUELLO POLO K-FIT M/LARGA NEGRA TALLA XL;1753719836979;1753719836979;7;2900;20300;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;12521,01;7621,86
ROPA CORPORATIVA;POLERA - HIDRIDA DUAL HI-VIS M/L VARON COD: 01341 AZUL TALLA S;1690412825134;1690412825134;4;5660,25;22641;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;14900;6860,76
ROPA CORPORATIVA;POLERA - HIDRIDA DUAL HI-VIS M/L VARON COD: 01341 GRIS TALLA M;1690412893346;1690412893346;1;5874;5874;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;14900;6647,01
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON AZUL TALLA L;1598654445393;1598654445393;1;4085;4085;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;5915
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON AZUL TALLA S;1598654433580;1598654433580;2;3840;7680;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6160
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON AZUL TALLA XL;1598654450108;1598654450108;2;3840;7680;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6160
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON AZUL TALLA XXL;1598654455253;1598654455252;1;3840;3840;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6160
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON BLANCO TALLA L;1598654360625;1598654360625;2;3840;7680;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6160
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON BLANCO TALLA M;1598654356251;1598654356251;2;3840;7680;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6160
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON BLANCO TALLA S;1598654347388;1598654347388;1;3840;3840;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6160
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON BLANCO TALLA XL;1598654367951;1598654367951;2;3840;7680;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6160
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON BLANCO TALLA XXL;1598654374401;1598654374401;1;3840;3840;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6160
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON GRIS TALLA L;1598654402676;1598654402676;1;3840;3840;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6160
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON GRIS TALLA M;1598654397844;1598654397844;1;3840;3840;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6160
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON GRIS TALLA S;1598654393974;1598654393974;1;3840;3840;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6160
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON GRIS TALLA XXL;1598654412012;1598654412012;1;3840;3840;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;6160
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02326) M/CORTA - VARON NEGRO TALLA S;1598654477126;1598654477125;3;4481,67;13445;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;5518,33
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02336) M/CORTA - DAMA GRIS TALLA M;1598653909773;1598653909773;1;3020;3020;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;10900;6139,66
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02336) M/CORTA - DAMA GRIS TALLA S;1598653889924;1598653889924;1;3020;3020;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;10900;6139,66
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02336) M/CORTA - DAMA GRIS TALLA XL;1598653926417;1598653926417;1;3020;3020;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;10900;6139,66
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02336) M/CORTA - DAMA GRIS TALLA XXL;1598653936722;1598653936722;3;3020;9060;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;10900;6139,66
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02336) M/CORTA - DAMA NEGRO TALLA L;1598653969649;1598653969649;1;3020;3020;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;10900;6139,66
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02336) M/CORTA - DAMA NEGRO TALLA M;1598653964974;1598653964974;1;3900;3900;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;10900;5259,66
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02336) M/CORTA - DAMA NEGRO TALLA S;1598653959705;1598653959705;6;3906,67;23440;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;10900;5252,99
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX (02336) M/CORTA - DAMA NEGRO TALLA XXL;1598653986053;1598653986053;6;4350;26100;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;10900;4809,66
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX - (02346) VARON M/LARGA AZUL TALLA L;1603303315470;1603303315470;1;5418;5418;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;5422,34
ROPA CORPORATIVA;POLERA C/CAMISERO COMFORT SPANDEX - (02346) VARON M/LARGA ROJA TALLA M;1671325572006;1671325572006;3;0;0;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;0;0
ROPA CORPORATIVA;POLERA CUELLO POLO - F.ARCAM M/CORTA BICOLOR AZUL M - A.FLUOR TALLA S;1601668236513;1601668236513;1;2900;2900;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4578,99
ROPA CORPORATIVA;POLERA CUELLO POLO - F.ARCAM M/LARGA BICOLOR AZUL M - A.FLUOR TALLA L;1608523856194;1608523856194;1;7200;7200;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;3640,34
ROPA CORPORATIVA;POLERA CUELLO POLO - F.ARCAM M/LARGA BICOLOR AZUL M - A.FLUOR TALLA M;1608523851997;1608523851997;5;7200;36000;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;3640,34
ROPA CORPORATIVA;POLERA CUELLO POLO - F.ARCAM M/LARGA BICOLOR AZUL M - A.FLUOR TALLA S;1608523847590;1608523847590;2;7200;14400;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;3640,34
ROPA CORPORATIVA;POLERA CUELLO POLO - F.ARCAM M/LARGA BICOLOR AZUL M - A.FLUOR TALLA XL;1608523861470;1608523861470;1;7200;7200;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;3640,34
ROPA CORPORATIVA;POLERA CUELLO POLO - F.ARCAM M/LARGA BICOLOR AZUL M - A.FLUOR TALLA XXL;1608523868286;1608523868286;1;7200;7200;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;12900;3640,34
ROPA CORPORATIVA;POLERA CUELLO POLO - HIBRIDA HI VIS (01301)  NARANJO/GRIS TALLA S;1655159368179;1655159368179;5;6670;33350;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;14900;5851,01
ROPA CORPORATIVA;POLERA CUELLO POLO - HIBRIDA HI VIS (01301) AMARILLO/GRIS TALLA L;1676045237510;1676045237510;1;5831;5831;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;0,84;-5830,29
ROPA CORPORATIVA;POLERA CUELLO POLO - HIBRIDA HI VIS (01301) AMARILLO/GRIS TALLA M;1676045243076;1676045243076;9;5831;52479;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;0,84;-5830,29
ROPA CORPORATIVA;POLERA CUELLO POLO - HIBRIDA HI VIS (01301) AMARILLO/GRIS TALLA XXL;1676045226941;1676045226941;1;5831;5831;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;0,84;-5830,29
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - AZUL MARINO TALLA S;1545944773999;PPOLMCAMTS;12;2343;28116;0;12;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;3707,42
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - AZUL MARINO TALLA XL;1608217150182;PPOLMCAMTXL;1;2343;2343;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;3707,42
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - AZUL MARINO TALLA XXL;1608217156432;PPOLMCAMTXXL;5;2343;11715;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;3707,42
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - AZUL MARINO TALLA XXXL;1725555017217;1725555017217;1;2237;2237;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;7900;4401,66
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - AZUL REY TALLA M;1608217513164;PPOLMCARTM;2;2343;4686;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;3707,42
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - AZUL REY TALLA XL;1608217521446;PPOLMCARTXL;1;2343;2343;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;3707,42
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - BEIGE TALLA L;1608218045146;PPOLMCBETL;1;2205;2205;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;3845,42
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - BLANCO TALLA L;1608217222912;PPOLMCBTL;3;2240;6720;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;3810,42
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - BLANCO TALLA M;1608217218546;PPOLMCBTM;2;1995;3990;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;4055,42
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - BLANCO TALLA S;1608217214327;PPOLMCBTS;9;2116,11;19045;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;3934,31
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - BLANCO TALLA XL;1608217231776;PPOLMCBTXL;9;1938,33;17445;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;4112,09
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - BLANCO TALLA XS;1654285286435;1654285286435;1;2180;2180;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;3870,42
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - CELESTE TALLA XXL;1608217322723;PPOLMCCETXXL;2;1900;3800;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;4150,42
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - ESSENCIAL SOFT (COD:01181) AZUL TALLA XXL;1708451510825;1708451510825;1;2457;2457;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;5021,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - ESSENCIAL SOFT (COD:01181) BLANCO TALLA L;1611007832447;1611007832447;1;2457;2457;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;5021,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - ESSENCIAL SOFT (COD:01181) BLANCO TALLA M;1611007819948;1611007819948;6;2283,33;13700;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;5195,66
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - ESSENCIAL SOFT (COD:01181) BLANCO TALLA S;1613044785765;1613044785765;1;2700;2700;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4778,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - ESSENCIAL SOFT (COD:01181) BLANCO TALLA XL;1611007840915;1611007840915;9;2122,22;19100;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;5356,77
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - ESSENCIAL SOFT (COD:01181) BLANCO TALLA XXL;1611752945473;1611752945473;1;2700;2700;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4778,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - ESSENCIAL SOFT (COD:01181) NEGRO TALLA L;1611007931923;1611007931923;5;2405;12025;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;5073,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - ESSENCIAL SOFT (COD:01181) NEGRO TALLA XL;1611007941170;1611007941170;4;2405;9620;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;5073,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - ESSENCIAL SOFT (COD:01181) NEGRO TALLA XXL;1611007951482;1611007951482;3;2405;7215;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;5073,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - GRIS TALLA L;1608217372438;PPOLMCGRTL;5;2343;11715;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;3707,42
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - GRIS TALLA XL;1608217381446;PPOLMCGRTXL;7;2343;16401;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;3707,42
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - GRIS TALLA XXL;1608217386513;PPOLMCGRTXXL;25;2184,12;54603;0;25;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;3866,30
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - GRIS TALLA XXXL;1732281066506;1732281066506;3;2250;6750;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;7200;3800,42
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - NEGRO TALLA M;1608217257793;PPOLMCNETM;14;2343;32802;0;14;0;;CLIENTE LOCAL ARCAM VIGENTE;5900;2614,98
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - NEGRO TALLA XXL;1608217271318;PPOLMCNETXXL;1;2343;2343;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;5900;2614,98
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - VERDE BOTELLA TALLA L;1608217417962;PPOLMCVBTL;9;2558;23022;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;5900;2399,98
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - VERDE BOTELLA TALLA M;1608217413362;PPOLMCVBTM;2;2558;5116;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;5900;2399,98
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - VERDE BOTELLA TALLA XL;1608217424557;PPOLMCVBTXL;25;2558;63950;0;25;0;;CLIENTE LOCAL ARCAM VIGENTE;5900;2399,98
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - VERDE CATA TALLA M;1608218099766;PPOLMVCTM;8;1690;13520;0;8;0;;CLIENTE LOCAL ARCAM VIGENTE;5900;3267,98
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - VERDE CATA TALLA S;1608218096558;PPOLMVCTS;24;1690;40560;0;24;0;;CLIENTE LOCAL ARCAM VIGENTE;5900;3267,98
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - VERDE CATA TALLA XL;1608218108311;PPOLMVCTXL;6;1690;10140;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;5900;3267,98
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - VERDE LIMON TALLA M;1608217878683;PPOLMCVLTM;2;2290;4580;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;5900;2667,98
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - VERDE LIMON TALLA XL;1608217886823;PPOLMCVLTXL;3;2290;6870;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;5900;2667,98
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - WorkDry COD 01221 NEGRO TALLA L;1739190057683;1739190057683;1;2184;2184;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;6900;3614,32
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - WorkDry COD 01221 NEGRO TALLA M;1739190054941;1739190054941;1;2184;2184;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;6900;3614,32
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - WorkDry COD 01221 NEGRO TALLA S;1739190048722;1739190048722;1;2184;2184;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;6900;3614,32
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - WorkDry COD 01221 NEGRO TALLA XL;1739190060546;1739190060546;1;2184;2184;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;6900;3614,32
ROPA CORPORATIVA;POLERA CUELLO POLO M/CORTA - WorkDry COD 01221 NEGRO TALLA XXXL;1739190069483;1739190069483;1;2184;2184;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;6900;3614,32
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - AZUL MARINO TALLA M;1909948677763;PPOLMLAMTM;1;3006;3006;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4472,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - AZUL MARINO TALLA XL;1909948678765;PPOLMLAMTXL;1;3006;3006;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4472,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - AZUL MARINO TALLA XXL;1909948678766;PPOLMLAMTXXL;5;3006;15030;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4472,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - AZUL MARINO TALLA XXXL;1680538272818;1680538272818;16;2927,38;46838;0;16;0;;CLIENTE LOCAL ARCAM VIGENTE;9900;5391,95
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - AZUL REY TALLA L;1608222059493;PPOLMLARTL;16;2996,50;47944;0;16;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4482,49
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - AZUL REY TALLA M;1608222042057;PPOLMLARTM;5;3007;15035;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4471,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - AZUL REY TALLA S;1608222028664;PPOLMLARTS;1;3007;3007;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4471,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - AZUL REY TALLA XL;1608222077714;PPOLMLARTXL;7;3007;21049;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4471,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - AZUL REY TALLA XXL;1608222140516;PPOLMLARTXXL;9;3008,33;27075;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4470,66
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - BEIGE TALLA L;1608222401376;PPOLMLBETL;1;3050;3050;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4428,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - BEIGE TALLA XL;1608222414222;PPOLMLBETXL;2;3050;6100;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4428,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - BLANCO TALLA L;1608221259975;PPOLMLBTL;2;2856;5712;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4622,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - BLANCO TALLA M;1608221223202;PPOLMLBTM;4;2856;11424;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4622,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - BLANCO TALLA S;1608221130453;PPOLMLBTS;3;2880;8640;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4598,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - BLANCO TALLA XL;1608221288181;PPOLMLBTXL;29;2856;82824;0;29;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4622,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - BLANCO TALLA XXL;1608221310697;PPOLMLBTXXL;13;2817,92;36633;0;13;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4661,07
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - COD.01176 SMOOTH GRIS MELANGE TALLA M;1636055509563;1636055509563;2;3370;6740;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;9900;4949,33
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - COD.01176 SMOOTH GRIS MELANGE TALLA S;1636055500957;1636055500957;5;3140;15700;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;9900;5179,33
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - COD.01176 SMOOTH GRIS MELANGE TALLA XL;1636055527933;1636055527933;15;3140;47100;0;15;0;;CLIENTE LOCAL ARCAM VIGENTE;9900;5179,33
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - ESSENCIAL SOFT (COD:01201) AZUL MARINO TALLA L;1663167524799;1663167524799;2;3063,50;6127;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;9900;5255,83
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - ESSENCIAL SOFT (COD:01201) GRIS TALLA M;1626202255568;1626202255568;1;3092;3092;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;9900;5227,33
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - ESSENCIAL SOFT (COD:01201) GRIS TALLA S;1626202250482;1626202250482;5;3180,80;15904;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;9900;5138,53
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - ESSENCIAL SOFT (COD:01201) GRIS TALLA XL;1626202263688;1626202263688;12;3348,67;40184;0;12;0;;CLIENTE LOCAL ARCAM VIGENTE;9900;4970,66
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - ESSENCIAL SOFT (COD:01201) GRIS TALLA XXL;1626202269785;1626202269785;10;3181,60;31816;0;10;0;;CLIENTE LOCAL ARCAM VIGENTE;9900;5137,73
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - ESSENCIAL SOFT (COD:01201) NEGRA TALLA S;1712080866093;1712080866093;2;3035;6070;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;9900;5284,33
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - ESSENCIAL SOFT (COD:01201) NEGRA TALLA XXL;1730736269019;1730736269019;6;3035;18210;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;9900;5284,33
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - GRIS TALLA L;1608221633960;PPOLMLGRTL;1;3006;3006;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4472,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - GRIS TALLA M;1608221618696;PPOLMLGRTM;2;3006;6012;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4472,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - GRIS TALLA XL;1608221646385;PPOLMLGRTXL;4;3006;12024;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4472,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - GRIS TALLA XXL;1608221658528;PPOLMLGRTXXL;4;3006;12024;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4472,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - NARANJO TALLA L;1608222321981;PPOLMLNATL;25;3121,24;78031;0;25;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4357,75
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - NARANJO TALLA M;1608222308654;PPOLMLNATM;3;2888;8664;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4590,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - NARANJO TALLA XL;1608222335513;PPOLMLNATXL;1;3050;3050;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4428,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - NARANJO TALLA XXL;1608222348462;PPOLMLNATXXL;1;3080;3080;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4398,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - NARANJO TALLA XXXL;1705063180208;1705063180208;3;2888;8664;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;9900;5431,33
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - NEGRO TALLA L;1608221472402;PPOLMLNETL;12;3001,42;36017;0;12;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4477,57
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - NEGRO TALLA M;1608221450161;PPOLMLNETM;3;3006;9018;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4472,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - NEGRO TALLA S;1608221436000;PPOLMLNETS;25;3001,28;75032;0;25;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4477,71
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - NEGRO TALLA XL;1608221549462;PPOLMLNETXL;5;3006;15030;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4472,99
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - NEGRO TALLA XXL;1608221577624;PPOLMLNETXXL;33;2954,12;97486;0;33;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4524,87
ROPA CORPORATIVA;POLERA CUELLO POLO M/LARGA - NEGRO TALLA XXXL;1724766615454;1724766615454;4;2962,75;11851;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;8900;4516,24
