Tipo de Producto;Producto;Código Barras;SKU;Stock;Costo Neto Prom. Unitario;Costo Neto Prom. Total;Cantidad por Despachar;Cantidad Disponible;Por Recibir;Marca;Lista de Precios;Precio Venta Bruto;Margen Unitario
FERRETERIA ;FERR. - ACEITE SINTETICO TRUPER P/MOTOR 2 TIEMPOS ACT-2T-4;7501206685501;7501206685501;9;1304;11736;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;2590;872,47
FERRETERIA ;FERR. - ACEITE STIHL CADENA 1 LTS BIODEGRADABLE;7804638310110;7804638310110;2;7406;14812;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;11990;2669,63
FERRETERIA ;FERR. - ACEITE STIHL MEZCLA 1 LTS;7804638310073;7804638310073;11;7320,91;80530;0;11;0;;CLIENTE LOCAL ARCAM VIGENTE;13100;3687,49
FERRETERIA ;FERR. - ACEITE STIHL MEZCLA 125 CC;1694028032988;1694028032988;20;2390;47800;0;20;0;;CLIENTE LOCAL ARCAM VIGENTE;4050;1013,36
FERRETERIA ;FERR. - ACEITE STIHL MEZCLA 250CC;7804638310059;7804638310059;11;2457,73;27035;0;11;0;;CLIENTE LOCAL ARCAM VIGENTE;5990;2575,88
FERRETERIA ;FERR. - ACEITE STIHL MEZCLA 5 LITROS;7804638310080;1751576134293;3;29481;88443;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;48900;11611,44
FERRETERIA ;FERR. - ACEITE STIHL MEZCLA 50 CC;7804638310042;7804638310042;65;1445,38;93950;0;65;0;;CLIENTE LOCAL ARCAM VIGENTE;2390;563,02
FERRETERIA ;FERR. - ACEITE STIHL MEZCLA 500 CC;7804638310066;7804638310066;10;4500;45000;0;10;0;;CLIENTE LOCAL ARCAM VIGENTE;7890;2130,25
FERRETERIA ;FERR. - ACEITE SUPER 20W50 LT;1685561401846;1685561401846;9;3350;30150;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;12290;6977,73
FERRETERIA ;FERR. - ACEITE TOTAL 10W40 4 LTS;7804627181905;7804627181905;8;23150;185200;0;8;0;;CLIENTE LOCAL ARCAM VIGENTE;39400;9959,24
FERRETERIA ;FERR. - ACEITE TOTAL 15W40 4 LTS;7804627181851;7804627181851;7;22405,71;156840;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;39100;10451,43
FERRETERIA ;FERR. - ACEITE TOTAL 20W50 4LTS;7806358008001;7804627181868;7;18900;132300;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;32990;8822,69
FERRETERIA ;FERR. - ACEITE TOTAL 5W30 4 LTS;7804627182025;7804627182025;8;44275;354200;0;8;0;;CLIENTE LOCAL ARCAM VIGENTE;75290;18993,91
FERRETERIA ;FERR. - ACEITERA TRUPER 180CC ACEF-180;7501206684146;7501206684146;11;2314;25454;0;11;0;;CLIENTE LOCAL ARCAM VIGENTE;5550;2349,87
FERRETERIA ;FERR. - ACEITERA TRUPER 300CC ACEF-300;7501206684160;7501206684160;2;2507;5014;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;5990;2526,61
FERRETERIA ;FERR. - ACEITERA TRUPER 500CC ACEF-500;7501206684184;7501206684184;1;2845;2845;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;6790;2860,88
FERRETERIA ;FERR. - ACERO LIQUIDO REX 56 GR GRIS;1725287431014;1725287431014;28;1490;41720;0;28;0;;CLIENTE LOCAL ARCAM VIGENTE;3300;1283,11
FERRETERIA ;FERR. - ACIDO MURIATICO BID. 5 LTS NU-1789 CLASE 8;7805232769281;7805232769281;17;2426;41242;0;17;0;;CLIENTE LOCAL ARCAM VIGENTE;5550;2237,87
FERRETERIA ;FERR. - ACIDO MURIATICO BOT. 1 LT. NU-1789 CLASE 8;7805232769274;7805232769274;80;915;73200;0;80;0;;CLIENTE LOCAL ARCAM VIGENTE;1890;673,24
FERRETERIA ;FERR. - ACIDO MURIATICO BOT. 1/2 LT. NU-1789 CLASE 8;7805232601437;7805232601437;27;459;12393;0;27;0;;CLIENTE LOCAL ARCAM VIGENTE;950;339,32
FERRETERIA ;FERR. - ACOPLADOR TRUPER ACO-BOLA-20 PARA BOLA -20;7501206689691;7501206689691;2;8553;17106;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;20400;8589,86
FERRETERIA ;FERR. - ACOPLE P/COMPRESOR 14 PCS F7006;6973960884666;2808008270061;4;8245;32980;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;18590;7376,85
FERRETERIA ;FERR. - ACOPLE RAPIDO 1/4 HI FERRETOOLS;2808008270009;2808008270009;7;1081,29;7569;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;2590;1095,18
FERRETERIA ;FERR. - ACOPLE RAPIDO VOYLET # 10400 JGO 5 PIEZAS;1658515442697;1658515442697;3;4879;14637;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;11700;4952,93
FERRETERIA ;FERR. - ACRILINA G-10 BLANCA 4GL;1724099605732;1724099605732;2;27855;55710;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;49900;14077,77
FERRETERIA ;FERR. - ACRILINA G-25 BASE BLANCA 4 GALONES;76105706698119;76105706698119;24;26280;630720;0;24;0;;CLIENTE LOCAL ARCAM VIGENTE;45900;12291,43
FERRETERIA ;FERR. - ADAPTADOR 1/4 PARA DADO 3 UNIDADES AMN365A01;6925582138573;6925582138573;16;1807;28912;0;16;0;;CLIENTE LOCAL ARCAM VIGENTE;4100;1638,38
FERRETERIA ;FERR. - ADAPTADOR 10/16A 2200W BLANCO C/PROTECCIÓN;7807325011123;7807325011123;51;1951,86;99545;0;51;0;;CLIENTE LOCAL ARCAM VIGENTE;4900;2165,79
FERRETERIA ;FERR. - ADAPTADOR AMERICANO 2P 10 amp;6931598203129;7807354032656;92;579;53268;0;92;0;;CLIENTE LOCAL ARCAM VIGENTE;1400;597,47
FERRETERIA ;"FERR. - ADAPTADOR CROSSMAN PUNTA MAGNETICA 7/16"" X 65MM";1656966408490;1656966408490;1;1857,10;1857;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;4450;1882,40
FERRETERIA ;FERR. - ADAPTADOR MAGNETICO 1/4 DAG104U;2808008231314;6931598243972;6;394;2364;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;850;320,29
FERRETERIA ;FERR. - ADAPTADOR MAGNETICO INGCO 10 MM UN.;1722367979957;1722367979957;1;500;500;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;1200;508,40
FERRETERIA ;FERR. - ADAPTADOR MANGUERA 1/2 HE EDR;6970401220441;6970401220441;25;210,51;5263;0;25;0;;CLIENTE LOCAL ARCAM VIGENTE;590;285,29
FERRETERIA ;FERR. - ADAPTADOR MULTINORMA 10 A GRIS;7807325012991;7807325012991;31;1412,42;43785;0;31;0;;CLIENTE LOCAL ARCAM VIGENTE;3200;1276,66
FERRETERIA ;FERR. - ADAPTADOR MULTIPLE ENM001 UYUSTOOLS;6931598229259;6931598229259;3;799,16;2397;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;1950;839,50
FERRETERIA ;FERR. - ADAPTADOR PARA  BOQUILLA HI 1/2;1669127486152;1669127486152;5;292,40;1462;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;700;295,84
FERRETERIA ;FERR. - ADAPTADOR PARA ROTOMARTILLO TRUPER SDS PLUS 14654;75994073166473;7506240619284;9;1417;12753;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;2900;1019,97
FERRETERIA ;FERR. - ADAPTADOR SCHUKO 10A 1500W;7807325011093 - 2881680010316;745114948496 - 7807354006138;32;1286;41152;0;32;0;;CLIENTE LOCAL ARCAM VIGENTE;4300;2327,45
FERRETERIA ;FERR. - ADAPTADOR SIERRA COPA 14-30MM FERRETOOLS;2808008232502;2808008232502;5;1492;7460;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;3600;1533,21
FERRETERIA ;FERR. - ADAPTADOR SIERRA COPA 32-152MM FERRETOOLS F3251;2808008232519;2808008232519;10;1760;17600;0;10;0;;CLIENTE LOCAL ARCAM VIGENTE;3500;1181,18
FERRETERIA ;FERR. - ADAPTADOR SIMPLE BIPASO 2P+T 10A 250V;1653494131499;1653494131499;7;695;4865;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;1690;725,17
FERRETERIA ;FERR. - ADAPTADOR TRIPLE PLANO BLANCO 2P+T;7807371024788;7807371024788;36;2516,97;90611;0;36;0;;CLIENTE LOCAL ARCAM VIGENTE;7390;3693,11
FERRETERIA ;FERR. - ADAPTADOR TRIPLE PLANO NEGRO 2P+T;7807371024771;7807371024771;4;3101;12404;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;7390;3109,08
FERRETERIA ;FERR. - ADAPTADOR UNIVERSAL 10A C/T;2881680012235;7807371025273;27;1300;35100;0;27;0;;CLIENTE LOCAL ARCAM VIGENTE;5590;3397,48
FERRETERIA ;FERR. - ADH. POMO NORMAL 25 CC VINILIT;7805502102695;7805502102695;125;443;55375;0;125;0;;CLIENTE LOCAL ARCAM VIGENTE;900;313,30
FERRETERIA ;FERR. - ADH. POMO NORMAL 60 CC VINILIT;7805502013335;7805502013335;243;750;182250;0;243;0;;CLIENTE LOCAL ARCAM VIGENTE;1850;804,62
FERRETERIA ;FERR. - ADH. TARRO TRADICIONAL C / P 240 CC NOVOPLAT;7804663361125;7804663361125;2;1789;3578;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;5490;2824,45
FERRETERIA ;FERR. - ADH.TARRO TRADICIONAL C/P 60CC;7806179516471;7806179516471;4;948;3792;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;2290;976,37
FERRETERIA ;FERR. - ADHESIVO ACERO LÍQUIDO GRIS 56 GRAMOS H-FULL;1000040996454;1000040996454;1;832;832;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;2350;1142,79
FERRETERIA ;FERR. - ADHESIVO CERAMICA SOBRE CERAMICA WEBER 25 KILOS;1719870483575;1719870483575;8;7374;58992;0;8;0;;CLIENTE LOCAL ARCAM VIGENTE;14650;4936,92
FERRETERIA ;FERR. - ADHESIVO CERAMICO CADINA ULTRA 25 KILOS;1705343246244;1705343246244;75;2245;168375;0;75;0;;CLIENTE LOCAL ARCAM VIGENTE;3950;1074,33
FERRETERIA ;FERR. - ADHESIVO CINTA VOLCANITA 1 KG;1658843265876;1658843265876;18;1500;27000;0;18;0;;CLIENTE LOCAL ARCAM VIGENTE;2750;810,92
FERRETERIA ;FERR. - ADHESIVO CLAVO LIQUIDO WURTH 310ML;00892180100;00892180100;1;2260;2260;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;4500;1521,51
FERRETERIA ;FERR. - ADHESIVO CONTACTO REX 240CC;7809593102893;1741968886177;5;1974;9870;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;4690;1967,18
FERRETERIA ;FERR. - ADHESIVO CONTACTO REX 60 120CC;7809593102633;1741968573219;20;1160;23200;0;20;0;;CLIENTE LOCAL ARCAM VIGENTE;2590;1016,47
FERRETERIA ;FERR. - ADHESIVO CONTACTO REX 60 TARRO 946 CC 1/4 G;7809593102640;1745439322694;4;5873;23492;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;11900;4127
FERRETERIA ;FERR. - ADHESIVO DE MONTAJE AGOREX PL 500 800GR;7805500003659;7805500003659;1;8732;8732;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;17350;5847,83
FERRETERIA ;FERR. - ADHESIVO ECOLE 9GR;1719579077370;1719579077370;8;2565;20520;0;8;0;;CLIENTE LOCAL ARCAM VIGENTE;6100;2561,05
FERRETERIA ;FERR. - ADHESIVO EPOXICO AKFIX E340 CURADO RAPIDO 25 ML;8699396010650;8699396010650;7;2290;16030;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;5450;2289,83
FERRETERIA ;FERR. - ADHESIVO EPOXICO AKFIX E350 ACEROS 25 ML;8699396010698;8699396010698;4;2290;9160;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;5450;2289,83
FERRETERIA ;FERR. - ADHESIVO INSTANTANEO SUPER GLUE 20GR;4260610397099;4260610397099;4;2390;9560;0;4;0;;CLIENTE LOCAL ARCAM VIGENTE;4750;1601,60
FERRETERIA ;FERR. - ADHESIVO MAGICO REX 100GR+400ML ACTIVADOR;7809593100059;7809593100059;2;6587;13174;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;13090;4413
FERRETERIA ;FERR. - ADHESIVO MAGICO REX 25GR+100ML ACTIVADOR;7809593101179;7809593101179;3;3720;11160;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;7400;2498,49
FERRETERIA ;FERR. - ADHESIVO MONTAJE 300 ML H-FULL;1627355927228;1627355927228;7;1093;7651;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;3210;1604,48
FERRETERIA ;FERR. - ADHESIVO MONTAJE 310 AKFIX 300ML;8699396002471;8699396002471;43;1800;77400;0;43;0;;CLIENTE LOCAL ARCAM VIGENTE;4200;1729,41
FERRETERIA ;FERR. - ADHESIVO MONTAJE BLANCO SOUDAL 280 ML;5411183110151;1745962792234;42;1404;58968;0;42;0;;CLIENTE LOCAL ARCAM VIGENTE;2900;1032,97
FERRETERIA ;FERR. - ADHESIVO MONTAJE FULLSELLO;1736960766208;1736960766208;1;1329;1329;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;2600;855,87
FERRETERIA ;FERR. - ADHESIVO PVC 704 SECADO LENTE 237 ML;0012181125151;0012181125151;1;3239;3239;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;6500;2223,18
FERRETERIA ;FERR. - ADHESIVO PVC HOFFENS HUMEDAD LATA 240 CC;7806179500395;7806179500395;11;2509;27599;0;11;0;;CLIENTE LOCAL ARCAM VIGENTE;4990;1684,28
FERRETERIA ;FERR. - ADHESIVO PVC HUMEDAD C/P 240 CC VINILIT SECADO LENTO;7805502009628;7805502009628;614;2456;1507984;0;614;0;;CLIENTE LOCAL ARCAM VIGENTE;6150;2712,07
FERRETERIA ;FERR. - ADHESIVO PVC POMO SECADO RAPIDO 20 CC HOFFENS;7806179500326;7806179500326;1;285;285;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;590;210,80
FERRETERIA ;FERR. - ADHESIVO PVC POMO SECADO RAPIDO 60 CC HOFFENS;7806179516341;7806179516341;10;778,68;7787;0;10;0;;CLIENTE LOCAL ARCAM VIGENTE;1500;481,82
FERRETERIA ;FERR. - ADHESIVO PVC SECADO RAPIDO 240 CC HOFFENS;7806179500388;7806179500388;18;2435;43830;0;18;0;;CLIENTE LOCAL ARCAM VIGENTE;4850;1640,63
FERRETERIA ;FERR. - ADHESIVO PVC TRADICIONAL C/P 240 CC VINILIT;7805502009611;7805502009611;1043;2342,16;2442871;0;1043;0;;CLIENTE LOCAL ARCAM VIGENTE;4900;1775,49
FERRETERIA ;FERR. - ADHESIVO SELLADOR SIKAFLEX 11FC BLANCO 300 GRS;7612894460186;7612895921587;2;7583;15166;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;15050;5064,06
FERRETERIA ;FERR. - ADHESIVO SELLADOR SIKAFLEX 11FC GRIS 300 GRS;7612895921600;7612895921600;15;8764;131460;0;15;0;;CLIENTE LOCAL ARCAM VIGENTE;14900;3757,01
FERRETERIA ;FERR. - ADHESIVO SIKADUR 31 JGO 1KG;7805565017011;7805565017011;5;12646;63230;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;23590;7177,53
FERRETERIA ;FERR. - ADHESIVO WEBER DOBLE ACCION PARA PORCELANATO POLVO 25 KG;1719870595998;1719870595997;126;7004;882504;0;126;0;;CLIENTE LOCAL ARCAM VIGENTE;11990;3071,63
FERRETERIA ;FERR. - ADIPOXI INYECCION 52 1 KG (ADISOL);1706618455923;1706618455923;9;11290;101610;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;26890;11306,64
FERRETERIA ;FERR. - ADITIVO ACELERANTE ULTRARAPIDO SIKA 2 BIDON 4,5L;7805565000983;7805565000983;2;15067;30134;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;25990;6773,34
FERRETERIA ;FERR. - ADITIVO CONTROLABLE SIKA 3 BIDON 4,5L;7805565001010;7805565001010;5;8876;44380;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;14500;3308,87
FERRETERIA ;FERR. - ADITIVO CONTROLABLE SIKA 3 TINETA 18 LTS;1671458363413;1671458363413;5;26059;130295;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;39900;7470,41
FERRETERIA ;FERR. - ADITIVO CONTROLABLE WEBER 3 4,5L;7805507001542;7805507001542;3;5850;17550;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;13950;5872,69
FERRETERIA ;FERR. - ADITIVO IMPERMEABILIZANTE SIKA 1 BIDON 4,5L;1654209572069;7805565000976;7;7484;52388;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;13290;3684,07
FERRETERIA ;FERR. - ADITIVO IMPERMEABILIZANTE SIKA 1 TAMBOR 200 KG;7805565100201;7805565100201;2;116095;232190;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;190000;43568,87
FERRETERIA ;FERR. - ADITIVO IMPERMEABILIZANTE SIKA 1 TINETA 18 LTS;7805565000778;7805565000778;2;22176;44352;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;37990;9748,37
FERRETERIA ;FERR. - ADITIVO SIKALATEX TINETA 18 LTS;1680263899262;1680263899262;3;99807;299421;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;167200;40697,20
FERRETERIA ;FERR. - ADOCESPED 30X45X8;1746725407693;1746725407693;50;1874;93700;0;50;0;;CLIENTE LOCAL ARCAM VIGENTE;3100;731,04
FERRETERIA ;FERR. - ADOCRETO RECTO 6 C/DIST;1746725333447;1746725333447;30;376;11280;0;30;0;;CLIENTE LOCAL ARCAM VIGENTE;600;128,20
FERRETERIA ;FERR. - AFILADOR ALTUNA 8140 P/TIJERAS;8413491814001;8413491814001;6;7659;45954;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;13200;3433,44
FERRETERIA ;FERR. - AFLOJA TODO W-MAX 300 ML;4062856844821;7891799447540;13;1786;23218;0;13;0;;CLIENTE LOCAL ARCAM VIGENTE;4950;2373,66
FERRETERIA ;FERR. - AGOREX 60 20 CC TRANSPARENTE;1689349807397;1689349807397;24;2104,31;50503;0;24;0;;CLIENTE LOCAL ARCAM VIGENTE;4200;1425,10
FERRETERIA ;FERR. - AGOREX 60 20CC;7805500010121;7805500010152;27;2285;61695;0;27;0;;CLIENTE LOCAL ARCAM VIGENTE;3890;983,91
FERRETERIA ;FERR. - AGOREX 60 GALON;7805500010091;7805500010091;9;36521;328689;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;62100;15663,87
FERRETERIA ;FERR. - AGOREX 60 TARRO 120CC (1/32);7805500010060;7805500010060;36;1618,33;58260;0;36;0;;CLIENTE LOCAL ARCAM VIGENTE;3990;1734,61
FERRETERIA ;FERR. - AGOREX 60 TARRO 1LTS;7805500010084;7805500010084;14;11171;156394;0;14;0;;CLIENTE LOCAL ARCAM VIGENTE;18100;4039,08
FERRETERIA ;FERR. - AGOREX 600 SELLANTE ACRILICO BLANCO 300ML;7805500003819;7805500003819;1;3429,12;3429;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;5990;1604,49
FERRETERIA ;FERR. - AGOREX ESPUMA EXPANSIVA 750ML;7805500003796;7805500003796;1;7728,77;7729;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;13990;4027,53
FERRETERIA ;FERR. - AGOREX FT101 GRIS 300ML;7805500004076;7805500004076;9;1330;11970;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;2290;594,37
FERRETERIA ;FERR. - AGOREX NO + CLAVOS 100GRS.;7805500003611;7805500003611;10;2135;21350;0;10;0;;CLIENTE LOCAL ARCAM VIGENTE;3690;965,84
FERRETERIA ;FERR. - AGOREX NO + CLAVOS 200GRS.;7805500004571;7805500004571;15;3052;45780;0;15;0;;CLIENTE LOCAL ARCAM VIGENTE;5290;1393,38
FERRETERIA ;FERR. - AGUA DESMINERALIZADA BIDON 5 LT.;7805232969513;7805232969513;17;1100;18700;0;17;0;;CLIENTE LOCAL ARCAM VIGENTE;2600;1084,87
FERRETERIA ;FERR. - AGUA DESTILADA 5 LTS;1725543444194;1725543444194;61;893;54473;0;61;0;;CLIENTE LOCAL ARCAM VIGENTE;1990;779,27
FERRETERIA ;FERR. - AGUA VERDE 5 LTS;2082002553041;2082002553041;5;1133;5665;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;2390;875,40
FERRETERIA ;FERR. - AGUARRAS MINERAL BOT. 1 LT NU-1223 CLASE 3;7805232761032;7805232761032;112;1502,43;168272;0;112;0;;CLIENTE LOCAL ARCAM VIGENTE;2900;934,54
FERRETERIA ;FERR. - AGUARRAS MINERAL BOT. 1/2 LT NU-1223 CLASE 3;7805232761025;7805232761025;1;915;915;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;2190;925,34
FERRETERIA ;FERR. - AGUARRAS MINERAL BOT. 5 LTS NU-1223 CLASE 3;7805232661523;7805232661523;29;6102;176958;0;29;0;;CLIENTE LOCAL ARCAM VIGENTE;15350;6797,16
FERRETERIA ;"FERR. - AGUJA SACO 7"" UNI";1624483183136;380102;22;2962;65164;0;22;0;;CLIENTE LOCAL ARCAM VIGENTE;4850;1113,63
FERRETERIA ;FERR. - AHOYADOR 52 CC 3 BROCAS HYUNDAI;1738335118057;1738335118057;1;154536;154536;0;1;3;;CLIENTE LOCAL ARCAM VIGENTE;269800;72186,69
FERRETERIA ;FERR. - AIREADOR HILO EXTERIOR;1678978494551;1678978494551;22;591;13002;0;22;0;;CLIENTE LOCAL ARCAM VIGENTE;1200;417,40
FERRETERIA ;FERR. - AIREADOR HILO INTERIOR;1678978510047;1678978510047;18;123;2214;0;18;0;;CLIENTE LOCAL ARCAM VIGENTE;450;255,15
FERRETERIA ;FERR. - AISLANTE TERMICO PARA CAÑERIA 1/2 - 5/8;1659716782143;1659716782143;144;1090;156960;0;144;0;;CLIENTE LOCAL ARCAM VIGENTE;2200;758,74
FERRETERIA ;FERR. - AISLANTE TERMICO PARA CAÑERIA 1/2 1 METRO 15MM CLIMATUBE EASY;5413256102476;1749491732091;97;917;88949;0;97;0;;CLIENTE LOCAL ARCAM VIGENTE;1890;671,24
FERRETERIA ;FERR. - AISLANTE TERMICO PARA CAÑERIA 1/2 1 METRO CLIMATUBE;5413256102315;1749491620896;148;449;66452;0;148;0;;CLIENTE LOCAL ARCAM VIGENTE;890;298,90
FERRETERIA ;"FERR. - AISLANTE TERMICO PARA CAÑERIA C/U 1""";1722440790624;1722440790624;7;2538;17766;0;7;0;;CLIENTE LOCAL ARCAM VIGENTE;5040;1697,29
FERRETERIA ;FERR. - AISLANTE TERMICO PARA CAÑERIA C/U 3/4;1659716804600;1659716804600;63;1545,40;97360;0;63;0;;CLIENTE LOCAL ARCAM VIGENTE;3690;1555,44
FERRETERIA ;FERR. - AISLANTE TERMICO Y ABSORVENTE ACUSTICO MAXITERM 1,2X12 (14,4);1727799136990;1727799136990;1;12751;12751;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;30350;12753,20
FERRETERIA ;FERR. - AISLAPOL 1X2X50MM;1680786453030;1680786453030;1;3000;3000;0;1;0;;CLIENTE LOCAL ARCAM VIGENTE;5100;1285,71
FERRETERIA ;FERR. - AISLAPOL 20 MM 50X100 CM;1666807218624;1666807218624;263;256,49;67456;0;263;0;;CLIENTE LOCAL ARCAM VIGENTE;450;121,66
FERRETERIA ;FERR. - AISLAPOL 20 MM ALTA DENSIDAD 50 X 100;1671734361155;1671734361155;804;516,31;415110;0;804;0;;CLIENTE LOCAL ARCAM VIGENTE;1190;483,69
FERRETERIA ;FERR. - AISLAPOL 30 MM 50X100 CM;1666807300584;1666807300584;418;385,09;160966;0;418;0;;CLIENTE LOCAL ARCAM VIGENTE;590;110,71
FERRETERIA ;FERR. - AISLAPOL 30 MM ALTA DENSIDAD 50 X 100 CM (15KG);1671734331516;1671734331516;2;622;1244;0;2;0;;CLIENTE LOCAL ARCAM VIGENTE;1350;512,45
FERRETERIA ;FERR. - AISLAPOL 30 MM ALTA DENSIDAD 50X100CM (20 KG);1673557565826;1673557565826;300;780;234000;0;300;0;;CLIENTE LOCAL ARCAM VIGENTE;1350;354,45
FERRETERIA ;FERR. - AISLAPOL 40 MM 50X100 CM;1666807320872;1666807320872;327;514;168078;0;327;0;;CLIENTE LOCAL ARCAM VIGENTE;900;242,30
FERRETERIA ;FERR. - AISLAPOL 40 MM 50X100 DENSIDAD 20 PAQUETE 15 UN;76061983809908;76061983809908;39;15500;604500;0;39;0;;CLIENTE LOCAL ARCAM VIGENTE;24900;5424,37
FERRETERIA ;FERR. - AISLAPOL 50 MM 50X100 CM;1653506530346;1653506530346;963;644;620172;0;963;0;;CLIENTE LOCAL ARCAM VIGENTE;1100;280,37
FERRETERIA ;FERR. - AISLAPOL 50 MM 50X100CM DENSIDAD 20 KG;1705515113524;1705515113524;1021;1291,95;1319080;0;1021;0;;CLIENTE LOCAL ARCAM VIGENTE;2500;808,89
FERRETERIA ;FERR. - AISLAPOL 80 MM 50X100 CM DENSIDAD 10 PAQUETE(8 UN);76496675147471;76496675147471;13;7704;100152;0;13;0;;CLIENTE LOCAL ARCAM VIGENTE;13100;3304,40
FERRETERIA ;FERR. - ALAMBRE CALECO 3X1,5;1626806306578;1626806306578;11;652;7172;0;11;0;;CLIENTE LOCAL ARCAM VIGENTE;1400;524,47
FERRETERIA ;FERR. - ALAMBRE CONCENTRICO 2X4MM 20154950;1626807768441;1626807768441;50;1321;66050;0;50;0;;CLIENTE LOCAL ARCAM VIGENTE;2500;779,84
FERRETERIA ;FERR. - ALAMBRE GALVANIZADO # 14 ROLLO 25 KG;1677609226973;1677609226973;8;32098,75;256790;0;8;0;;CLIENTE LOCAL ARCAM VIGENTE;59700;18069,32
FERRETERIA ;FERR. - ALAMBRE GALVANIZADO #14 X ROLLO 1KILO 36.4MTS;1666191811336;1666191811336;3;1494;4482;0;3;0;;CLIENTE LOCAL ARCAM VIGENTE;2900;942,97
FERRETERIA ;FERR. - ALAMBRE GALVANIZADO #18 ROLLO 25 KG;1677609648100;1677609648100;6;32716;196296;0;6;0;;CLIENTE LOCAL ARCAM VIGENTE;55990;14334,42
FERRETERIA ;FERR. - ALAMBRE GALVANIZADO #18 ROLLO 25M JAQUE;6956548189568;6956548189568;5;1586;7930;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;3900;1691,31
FERRETERIA ;FERR. - ALAMBRE GALVANIZADO #18 ROLLO 5 KG;1723645252673;1723645252673;9;7490;67410;0;9;0;;CLIENTE LOCAL ARCAM VIGENTE;12750;3224,29
FERRETERIA ;FERR. - ALAMBRE GALVANIZADO #18 X ROLLO 1KILO (106MT);1666191736441;1666191736441;33;1500;49500;0;33;0;;CLIENTE LOCAL ARCAM VIGENTE;3300;1273,11
FERRETERIA ;FERR. - ALAMBRE GALVANIZADO #20 1 KILO;1699970676933;1699970676933;22;1494;32868;0;22;0;;CLIENTE LOCAL ARCAM VIGENTE;3300;1279,11
FERRETERIA ;FERR. - ALAMBRE GALVANIZADO #20 ROLLO 40M JAQUE;6956548189575;6956548189575;5;1586;7930;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;3900;1691,31
FERRETERIA ;FERR. - ALAMBRE GALVANIZADO #22 ROLLO 60M JAQUE;6956548189582;6956548189582;5;1586;7930;0;5;0;;CLIENTE LOCAL ARCAM VIGENTE;3900;1691,31
